N_A,5000.0,25000.0
N_AF,10000.0,150000.0
N_EU,10000.0,150000.0
N_AS,10000.0,150000.0
N_EU0,500.0,5000.0
N_AS0,500.0,5000.0
N_BC,500.0,40000.0
N_B,500.0,5000.0
N_AF0,500.0,40000.0
T_DM,10.0,50.0
T_EU_AS,5.0,30.0
T_NM,5.0,40.0
T_XM,5.0,120.0
T_Mix,5.0,50.0
T_Sep,5.0,50.0
T_B,5.0,220.0
T_AF,5.0,700.0
T_N_D,330.0,450.0
T_H_A,120.0,250.0
T_H_X,450.0,700.0
Mix,0.05,0.95
NMix,0.01,0.03
DMix,0.0,0.02
XMix,0.0,0.1
