0_0:283.689,1_1:283.689,2_2:283.689,0_1:283.689,0_2:283.689,1_2:283.689,0_0:357.143,1_1:357.143,2_2:357.143,0_1:357.143,0_2:357.143,1_2:357.143,0_0:449.616,1_1:449.616,2_2:449.616,0_1:449.616,0_2:449.616,1_2:449.616,0_0:566.0330000000001,1_1:566.0330000000001,2_2:566.0330000000001,0_1:566.0330000000001,0_2:566.0330000000001,1_2:566.0330000000001,0_0:712.594,1_1:712.594,2_2:712.594,0_1:712.594,0_2:712.594,1_2:712.594,0_0:897.102,1_1:897.102,2_2:897.102,0_1:897.102,0_2:897.102,1_2:897.102,0_0:1129.39,1_1:1129.39,2_2:1129.39,0_1:1129.39,0_2:1129.39,1_2:1129.39,0_0:1421.81,1_1:1421.81,2_2:1421.81,0_1:1421.81,0_2:1421.81,1_2:1421.81,0_0:1789.95,1_1:1789.95,2_2:1789.95,0_1:1789.95,0_2:1789.95,1_2:1789.95,0_0:2253.42,1_1:2253.42,2_2:2253.42,0_1:2253.42,0_2:2253.42,1_2:2253.42,0_0:2836.89,1_1:2836.89,2_2:2836.89,0_1:2836.89,0_2:2836.89,1_2:2836.89,0_0:3571.43,1_1:3571.43,2_2:3571.43,0_1:3571.43,0_2:3571.43,1_2:3571.43,0_0:4496.160000000001,1_1:4496.160000000001,2_2:4496.160000000001,0_1:4496.160000000001,0_2:4496.160000000001,1_2:4496.160000000001,0_0:5660.33,1_1:5660.33,2_2:5660.33,0_1:5660.33,0_2:5660.33,1_2:5660.33,0_0:7125.94,1_1:7125.94,2_2:7125.94,0_1:7125.94,0_2:7125.94,1_2:7125.94,0_0:8971.03,1_1:8971.03,2_2:8971.03,0_1:8971.03,0_2:8971.03,1_2:8971.03,0_0:11293.9,1_1:11293.9,2_2:11293.9,0_1:11293.9,0_2:11293.9,1_2:11293.9,0_0:14218.1,1_1:14218.1,2_2:14218.1,0_1:14218.1,0_2:14218.1,1_2:14218.1,0_0:17899.5,1_1:17899.5,2_2:17899.5,0_1:17899.5,0_2:17899.5,1_2:17899.5,0_0:22534.2,1_1:22534.2,2_2:22534.2,0_1:22534.2,0_2:22534.2,1_2:22534.2,0_0:28368.9,1_1:28368.9,2_2:28368.9,0_1:28368.9,0_2:28368.9,1_2:28368.9,0_0:35714.3,1_1:35714.3,2_2:35714.3,0_1:35714.3,0_2:35714.3,1_2:35714.3,0_0:44961.6,1_1:44961.6,2_2:44961.6,0_1:44961.6,0_2:44961.6,1_2:44961.6
5.08796e-05,5.148029999999998e-05,5.7795100000000025e-05,7.308463761790773e-07,3.4669531219996636e-07,1.7961833587542416e-06,4.9635799999999814e-05,6.788290000000001e-05,9.824409999999997e-05,1.2544346785351931e-06,6.476260997565722e-07,4.141957168620323e-06,4.6801900000000207e-05,9.729260000000006e-05,0.00015781199999999993,2.233464405483926e-06,1.2966620809004129e-06,1.1090142279726213e-05,4.582879999999981e-05,0.00013583899999999998,0.00027505400000000043,3.9328078633356835e-06,2.4272293356107023e-06,3.4477517592137026e-05,4.364399999999985e-05,0.00019291100000000028,0.00041663499999999886,6.446373419207174e-06,4.217492166875502e-06,9.850161878049806e-05,4.11054000000001e-05,0.0002628260000000004,0.00044588699999999833,1.017432866431736e-05,6.806379421916559e-06,0.00020037950251907294,4.155389999999988e-05,0.00028969299999999923,0.00033911700000000087,1.6399388664136624e-05,1.117003253037494e-05,0.00025872078528205823,4.2892500000000186e-05,0.00021365800000000006,0.00021558999999999955,2.5171940327740634e-05,1.8467360125686184e-05,0.00020312505572954632,4.191000000000005e-05,0.00015747299999999983,0.00013293600000000017,3.462561965081631e-05,2.800537021073326e-05,0.00014231074118613545,4.100569999999993e-05,9.569510000000009e-05,7.244780000000004e-05,3.930209718214428e-05,3.3420732955888036e-05,8.3939410579597e-05,3.7694800000000126e-05,6.033319999999997e-05,4.9562299999999985e-05,3.729850424472437e-05,3.508256634734266e-05,5.5022142029032005e-05,2.830009999999997e-05,4.442319999999984e-05,3.4716599999999965e-05,3.060505912062658e-05,2.834391908484168e-05,3.8987337050628365e-05,2.623469999999997e-05,2.786339999999997e-05,2.7844999999999968e-05,2.452805321245728e-05,2.595889035429708e-05,2.7724071731547596e-05,2.316519999999998e-05,2.212810000000001e-05,2.498450000000002e-05,2.1327694001999e-05,2.36529673594566e-05,2.309641590386956e-05,2.3173100000000034e-05,2.2147500000000008e-05,2.4660000000000004e-05,2.2162148779313016e-05,2.291787154645213e-05,2.3361345021950807e-05,2.925980000000001e-05,2.2871399999999976e-05,2.4323799999999986e-05,2.543216015784565e-05,2.568968124511795e-05,2.369600445859981e-05,4.131699999999984e-05,2.6786800000000033e-05,2.9879399999999957e-05,3.2346218686574544e-05,3.4133532683277764e-05,2.847585217263319e-05,5.3706399999999984e-05,3.664100000000006e-05,4.0042699999999955e-05,4.3498703837364946e-05,4.576346398165487e-05,3.8303377305225606e-05,5.995670000000002e-05,4.9606299999999796e-05,4.452760000000015e-05,5.4642704675930295e-05,5.146586353686474e-05,4.749824131572923e-05,5.9621600000000026e-05,4.984549999999989e-05,4.927319999999986e-05,5.4566619996250546e-05,5.453550151234483e-05,4.975242751417274e-05,5.8277300000000026e-05,5.04919e-05,5.392689999999999e-05,5.472491705196491e-05,5.648315441986801e-05,5.217471920498317e-05,5.3104399999999986e-05,5.2403199999999986e-05,4.9729400000000093e-05,5.29816840896745e-05,5.227090340877498e-05,5.0655064862896116e-05,4.790890000000003e-05,4.4975300000000125e-05,4.5096899999999985e-05,4.627985162779043e-05,4.691891808385111e-05,4.486524861128802e-05
